level1_id,level2_id,source_id,article_id,strategy,title
27_confidence_weighted,27_confidence_weighted,c23802b762d33311,27,confidence_weighted,Beginner Guide to CJ Affiliate (Commission Junction) in 2022
28_adaptive,28_adaptive,d92c051212ee70d3,28,adaptive,TOP 11 AI MARKETING TOOLS YOU SHOULD USE (Updated 2022)
28_confidence_weighted,28_confidence_weighted,d92c051212ee70d3,28,confidence_weighted,TOP 11 AI MARKETING TOOLS YOU SHOULD USE (Updated 2022)
29_adaptive,29_adaptive,7299a0c0bbc5f318,29,adaptive,Most Frequently Asked Questions About Affiliate Marketing
29_confidence_weighted,29_confidence_weighted,7299a0c0bbc5f318,29,confidence_weighted,Most Frequently Asked Questions About Affiliate Marketing
30_adaptive,30_adaptive,22fcd83dc4ec45b8,30,adaptive,What is Blockchain: Everything You Need to Know (2022)
30_confidence_weighted,30_confidence_weighted,22fcd83dc4ec45b8,30,confidence_weighted,What is Blockchain: Everything You Need to Know (2022)
31_adaptive,31_adaptive,cc214d510c169588,31,adaptive,ProWritingAid VS Grammarly: Which Grammar Checker is Better in (2022) ?
31_confidence_weighted,31_confidence_weighted,cc214d510c169588,31,confidence_weighted,ProWritingAid VS Grammarly: Which Grammar Checker is Better in (2022) ?
32_adaptive,32_adaptive,4691c1a4539820aa,32,adaptive,Sellfy Review 2022: How Good Is This Ecommerce Platform?
32_confidence_weighted,32_confidence_weighted,4691c1a4539820aa,32,confidence_weighted,Sellfy Review 2022: How Good Is This Ecommerce Platform?
33_adaptive,33_adaptive,dcf970d9be575d00,33,adaptive,Ahrefs vs SEMrush: Which SEO Tool Should You Use?
33_confidence_weighted,33_confidence_weighted,dcf970d9be575d00,33,confidence_weighted,Ahrefs vs SEMrush: Which SEO Tool Should You Use?
34_adaptive,34_adaptive,34f54ff5931d88aa,34,adaptive,Top 10 Best PLR(Private Label Rights)  Websites | Which One You Should Join in 2022?
34_confidence_weighted,34_confidence_weighted,34f54ff5931d88aa,34,confidence_weighted,Top 10 Best PLR(Private Label Rights)  Websites | Which One You Should Join in 2022?
35_adaptive,35_adaptive,cb0d45859d179bc4,35,adaptive,"Canva Review 2022: Details, Pricing & Features"
35_confidence_weighted,35_confidence_weighted,cb0d45859d179bc4,35,confidence_weighted,"Canva Review 2022: Details, Pricing & Features"
36_adaptive,36_adaptive,dca963b3974af02c,36,adaptive,Top 7 Best Wordpress Plugin Of All Time
36_confidence_weighted,36_confidence_weighted,dca963b3974af02c,36,confidence_weighted,Top 7 Best Wordpress Plugin Of All Time
37_adaptive,37_adaptive,ca9d74420c3403c6,37,adaptive,Ginger VS Grammarly: Which Grammar Checker is Better in (2022) ?
37_confidence_weighted,37_confidence_weighted,ca9d74420c3403c6,37,confidence_weighted,Ginger VS Grammarly: Which Grammar Checker is Better in (2022) ?
38_adaptive,38_adaptive,0e88ca86d5142566,38,adaptive,Most Frequently Asked Questions About NFTs(Non-Fungible Tokens)
38_confidence_weighted,38_confidence_weighted,0e88ca86d5142566,38,confidence_weighted,Most Frequently Asked Questions About NFTs(Non-Fungible Tokens)
39_adaptive,39_adaptive,5a73b9ddc6e4afd3,39,adaptive,10 Best Chrome Extensions That Are Perfect for Everyone
39_confidence_weighted,39_confidence_weighted,5a73b9ddc6e4afd3,39,confidence_weighted,10 Best Chrome Extensions That Are Perfect for Everyone
40_adaptive,40_adaptive,6c14f312a2c75ffb,40,adaptive,Most Frequently Asked Questions About  Email Marketing
40_confidence_weighted,40_confidence_weighted,6c14f312a2c75ffb,40,confidence_weighted,Most Frequently Asked Questions About  Email Marketing
41_adaptive,41_adaptive,67d9f55319ad7459,41,adaptive,7 Free Websites Every Content Creator Needs to Know
41_confidence_weighted,41_confidence_weighted,67d9f55319ad7459,41,confidence_weighted,7 Free Websites Every Content Creator Needs to Know
42_adaptive,42_adaptive,e1864dd354ae15e1,42,adaptive,Top 9 Free AI Tools That Make Your Life Easier
42_confidence_weighted,42_confidence_weighted,e1864dd354ae15e1,42,confidence_weighted,Top 9 Free AI Tools That Make Your Life Easier
43_adaptive,43_adaptive,190053938e10f6d6,43,adaptive,L’horoscope d’Abigail Assor du 27 juillet au 2 août
43_confidence_weighted,43_confidence_weighted,190053938e10f6d6,43,confidence_weighted,L’horoscope d’Abigail Assor du 27 juillet au 2 août
44_adaptive,44_adaptive,610004a7830078a4,44,adaptive,"En Grèce, la canicule se prolonge avec un thermomètre qui frôle les 46 °C"
44_confidence_weighted,44_confidence_weighted,610004a7830078a4,44,confidence_weighted,"En Grèce, la canicule se prolonge avec un thermomètre qui frôle les 46 °C"
45_adaptive,45_adaptive,256861282562ab89,45,adaptive,"Autonomie de la Corse : Bayrou « favorable » au projet constitutionnel initial, malgré l’avis du Conseil d’Etat"
45_confidence_weighted,45_confidence_weighted,256861282562ab89,45,confidence_weighted,"Autonomie de la Corse : Bayrou « favorable » au projet constitutionnel initial, malgré l’avis du Conseil d’Etat"
46_adaptive,46_adaptive,7d94ef8e1b1735c9,46,adaptive,"Brigitte Macron pourrait s’inspirer d’Amanda Lear et, surtout, de Lady Gaga"
46_confidence_weighted,46_confidence_weighted,7d94ef8e1b1735c9,46,confidence_weighted,"Brigitte Macron pourrait s’inspirer d’Amanda Lear et, surtout, de Lady Gaga"
47_adaptive,47_adaptive,88e6c8cf5c61f213,47,adaptive,"Les Etats-Unis vont détruire des contraceptifs féminins stockés en Europe, le Planning familial dénonce un acte de « coercition reproductive »"
47_confidence_weighted,47_confidence_weighted,88e6c8cf5c61f213,47,confidence_weighted,"Les Etats-Unis vont détruire des contraceptifs féminins stockés en Europe, le Planning familial dénonce un acte de « coercition reproductive »"
48_adaptive,48_adaptive,691e1d90ece6679d,48,adaptive,"« Ce sont des guérillas dont on a souvent l’habitude » : à Saint-Ouen aussi, un couvre-feu a été décrété pour les mineurs cet été"
48_confidence_weighted,48_confidence_weighted,691e1d90ece6679d,48,confidence_weighted,"« Ce sont des guérillas dont on a souvent l’habitude » : à Saint-Ouen aussi, un couvre-feu a été décrété pour les mineurs cet été"
49_adaptive,49_adaptive,bcd7413fdd20743c,49,adaptive,"Pour moquer Trump, « South Park » rit de son « minuscule pénis » (et ça fonctionne très bien)"
49_confidence_weighted,49_confidence_weighted,bcd7413fdd20743c,49,confidence_weighted,"Pour moquer Trump, « South Park » rit de son « minuscule pénis » (et ça fonctionne très bien)"
50_adaptive,50_adaptive,a38511d05577177c,50,adaptive,Reconnaissance de l’Etat de Palestine : quels pays pourraient suivre la France ?
50_confidence_weighted,50_confidence_weighted,a38511d05577177c,50,confidence_weighted,Reconnaissance de l’Etat de Palestine : quels pays pourraient suivre la France ?
51_adaptive,51_adaptive,7862b61eda0e044d,51,adaptive,"En reconnaissant la Palestine, Macron casse un plafond de verre… et « met la pression » sur ses partenaires"
51_confidence_weighted,51_confidence_weighted,7862b61eda0e044d,51,confidence_weighted,"En reconnaissant la Palestine, Macron casse un plafond de verre… et « met la pression » sur ses partenaires"
52_adaptive,52_adaptive,b7ed24b60ea1e109,52,adaptive,"« La Prisonnière de Bordeaux » : Hafsia Herzi, Isabelle Huppert, une amitié improbable"
52_confidence_weighted,52_confidence_weighted,b7ed24b60ea1e109,52,confidence_weighted,"« La Prisonnière de Bordeaux » : Hafsia Herzi, Isabelle Huppert, une amitié improbable"
53_adaptive,53_adaptive,393cb92c737d9597,53,adaptive,"« Supprimer la clause de conscience spécifique à l’IVG, c’est reconnaître que les discriminations doivent cesser »"
53_confidence_weighted,53_confidence_weighted,393cb92c737d9597,53,confidence_weighted,"« Supprimer la clause de conscience spécifique à l’IVG, c’est reconnaître que les discriminations doivent cesser »"
54_adaptive,54_adaptive,d0ce8501d6bea224,54,adaptive,Affrontements meurtriers à la frontière entre la Thaïlande et le Cambodge : le point sur la situation
54_confidence_weighted,54_confidence_weighted,d0ce8501d6bea224,54,confidence_weighted,Affrontements meurtriers à la frontière entre la Thaïlande et le Cambodge : le point sur la situation
55_adaptive,55_adaptive,6ad584baee3e5434,55,adaptive,« Mulan » : pour l’honneur de sa famille
55_confidence_weighted,55_confidence_weighted,6ad584baee3e5434,55,confidence_weighted,« Mulan » : pour l’honneur de sa famille
56_adaptive,56_adaptive,113da3cfde6533dd,56,adaptive,Le mandat d’arrêt français visant l’ex-président syrien Bachar al-Assad annulé par la Cour de Cassation
56_confidence_weighted,56_confidence_weighted,113da3cfde6533dd,56,confidence_weighted,Le mandat d’arrêt français visant l’ex-président syrien Bachar al-Assad annulé par la Cour de Cassation
57_adaptive,57_adaptive,6f59a7955c7c4b10,57,adaptive,"« A Gaza, tu ne deviens pas journaliste parce que tu le veux mais parce que tu le dois »"
57_confidence_weighted,57_confidence_weighted,6f59a7955c7c4b10,57,confidence_weighted,"« A Gaza, tu ne deviens pas journaliste parce que tu le veux mais parce que tu le dois »"
58_adaptive,58_adaptive,b21b9571a9fe8d73,58,adaptive,"« Leurs mots à eux », par Rachel Shalita :  le Tel-Aviv des années 1950 à hauteur d’enfant"
58_confidence_weighted,58_confidence_weighted,b21b9571a9fe8d73,58,confidence_weighted,"« Leurs mots à eux », par Rachel Shalita :  le Tel-Aviv des années 1950 à hauteur d’enfant"
59_adaptive,59_adaptive,f13a89625677bcc5,59,adaptive,Donald Trump contre le « Wall Street Journal » : « Le président américain va à l’encontre de ce que défend le quotidien »
59_confidence_weighted,59_confidence_weighted,f13a89625677bcc5,59,confidence_weighted,Donald Trump contre le « Wall Street Journal » : « Le président américain va à l’encontre de ce que défend le quotidien »
60_adaptive,60_adaptive,5647e002a835b567,60,adaptive,"« Avoir un restaurant de plage, c’est incroyable » : Kalypso, la délicieuse cabane de plage"
60_confidence_weighted,60_confidence_weighted,5647e002a835b567,60,confidence_weighted,"« Avoir un restaurant de plage, c’est incroyable » : Kalypso, la délicieuse cabane de plage"
61_adaptive,61_adaptive,afd0e376c006d420,61,adaptive,Reconnaissance de la Palestine : notre carte qui résume la situation dans le monde
61_confidence_weighted,61_confidence_weighted,afd0e376c006d420,61,confidence_weighted,Reconnaissance de la Palestine : notre carte qui résume la situation dans le monde
62_adaptive,62_adaptive,b63b8252e450f462,62,adaptive,"Affaires, insultes et bourre-pifs à tous les étages : comment ne pas admirer l’audace disruptive de Rachida Dati ?"
62_confidence_weighted,62_confidence_weighted,b63b8252e450f462,62,confidence_weighted,"Affaires, insultes et bourre-pifs à tous les étages : comment ne pas admirer l’audace disruptive de Rachida Dati ?"
63_adaptive,63_adaptive,6bb5fec6c8eb5e8b,63,adaptive,"« La vraie question n’est pas l’avenir de Bruno Retailleau, mais celui du gouvernement » : le mariage des LR et des macronistes à l’épreuve"
63_confidence_weighted,63_confidence_weighted,6bb5fec6c8eb5e8b,63,confidence_weighted,"« La vraie question n’est pas l’avenir de Bruno Retailleau, mais celui du gouvernement » : le mariage des LR et des macronistes à l’épreuve"
64_adaptive,64_adaptive,b048475115a73fd8,64,adaptive,"Reconnaissance de la Palestine par la France : la gauche salue une « victoire morale », l’extrême droite déplore « une décision précipitée »"
64_confidence_weighted,64_confidence_weighted,b048475115a73fd8,64,confidence_weighted,"Reconnaissance de la Palestine par la France : la gauche salue une « victoire morale », l’extrême droite déplore « une décision précipitée »"
65_adaptive,65_adaptive,382f495ebb0e6ea1,65,adaptive,« J’ai l’impression qu’ils ne se sont jamais terminés » : les Français rêvent-ils toujours des Jeux olympiques de Paris ?
65_confidence_weighted,65_confidence_weighted,382f495ebb0e6ea1,65,confidence_weighted,« J’ai l’impression qu’ils ne se sont jamais terminés » : les Français rêvent-ils toujours des Jeux olympiques de Paris ?
66_adaptive,66_adaptive,04b3e43e6463dd21,66,adaptive,Décision « historique » ou « imprudente » : les réactions internationales à la reconnaissance de la Palestine par la France
66_confidence_weighted,66_confidence_weighted,04b3e43e6463dd21,66,confidence_weighted,Décision « historique » ou « imprudente » : les réactions internationales à la reconnaissance de la Palestine par la France
67_adaptive,67_adaptive,0fef8f52921322f5,67,adaptive,"Bachar al-Assad face à la justice française : « Si la Cour de Cassation confirme le mandat d’arrêt, ce sera une première mondiale »"
67_confidence_weighted,67_confidence_weighted,0fef8f52921322f5,67,confidence_weighted,"Bachar al-Assad face à la justice française : « Si la Cour de Cassation confirme le mandat d’arrêt, ce sera une première mondiale »"
68_adaptive,68_adaptive,2da8feefe2ab36b9,68,adaptive,"« Personne dans la famille n’échappait aux jugements incessants de ce cousin, mais j’étais sa cible favorite »"
68_confidence_weighted,68_confidence_weighted,2da8feefe2ab36b9,68,confidence_weighted,"« Personne dans la famille n’échappait aux jugements incessants de ce cousin, mais j’étais sa cible favorite »"
69_adaptive,69_adaptive,a1fef770615bb2e5,69,adaptive,"« J’ai cru qu’il allait sortir la kalach » : les confidences de « Passe-Partout », le serrurier des stups marseillais"
69_confidence_weighted,69_confidence_weighted,a1fef770615bb2e5,69,confidence_weighted,"« J’ai cru qu’il allait sortir la kalach » : les confidences de « Passe-Partout », le serrurier des stups marseillais"
70_adaptive,70_adaptive,af6c35080467f02e,70,adaptive,"Chantal et son mari, 80 ans, se sont fait voler 120 000 euros par un faux conseiller bancaire (et leur banque ne veut rien rembourser)"
70_confidence_weighted,70_confidence_weighted,af6c35080467f02e,70,confidence_weighted,"Chantal et son mari, 80 ans, se sont fait voler 120 000 euros par un faux conseiller bancaire (et leur banque ne veut rien rembourser)"
71_adaptive,71_adaptive,267a43bc1cfca9d7,71,adaptive,Emmanuel Macron annonce que la France va reconnaître l’Etat de Palestine en septembre
71_confidence_weighted,71_confidence_weighted,267a43bc1cfca9d7,71,confidence_weighted,Emmanuel Macron annonce que la France va reconnaître l’Etat de Palestine en septembre
72_adaptive,72_adaptive,4fadd51d69e701a5,72,adaptive,Festival d’Angoulême : le directeur de la société organisatrice contestée partira en 2028
72_confidence_weighted,72_confidence_weighted,4fadd51d69e701a5,72,confidence_weighted,Festival d’Angoulême : le directeur de la société organisatrice contestée partira en 2028
73_adaptive,73_adaptive,cb752b34f63df7e2,73,adaptive,"Plus de décès que de naissances en France : « Ce n’est pas un accident statistique, mais un signal démographique fort »"
73_confidence_weighted,73_confidence_weighted,cb752b34f63df7e2,73,confidence_weighted,"Plus de décès que de naissances en France : « Ce n’est pas un accident statistique, mais un signal démographique fort »"
74_adaptive,74_adaptive,98cfb81085297808,74,adaptive,« Il n’y a pas d’âge pour se lancer » : quand « Drag Race France » réveille des vocations de reines
74_confidence_weighted,74_confidence_weighted,98cfb81085297808,74,confidence_weighted,« Il n’y a pas d’âge pour se lancer » : quand « Drag Race France » réveille des vocations de reines
75_adaptive,75_adaptive,68eae07b7f193824,75,adaptive,"Qu’est-ce que le « jour du dépassement », la date qui nous signale toujours plus tôt que l’humanité vit en situation de « dette écologique » ?"
75_confidence_weighted,75_confidence_weighted,68eae07b7f193824,75,confidence_weighted,"Qu’est-ce que le « jour du dépassement », la date qui nous signale toujours plus tôt que l’humanité vit en situation de « dette écologique » ?"
76_adaptive,76_adaptive,19ee41a13c9862aa,76,adaptive,"Plainte, accusation d’antisémitisme… ce que l’on sait du débarquement d’adolescents français juifs d’un avion en Espagne"
76_confidence_weighted,76_confidence_weighted,19ee41a13c9862aa,76,confidence_weighted,"Plainte, accusation d’antisémitisme… ce que l’on sait du débarquement d’adolescents français juifs d’un avion en Espagne"
77_adaptive,77_adaptive,079d1e666f0a9185,77,adaptive,« On a mis au point une thérapie très horizontale » : quand les champignons hallucinogènes combattent la dépendance à l’alcool
77_confidence_weighted,77_confidence_weighted,079d1e666f0a9185,77,confidence_weighted,« On a mis au point une thérapie très horizontale » : quand les champignons hallucinogènes combattent la dépendance à l’alcool
78_adaptive,78_adaptive,3d32211474049e06,78,adaptive,Pétition contre la loi Duplomb : « La santé est l’un des leviers principaux de la prise de conscience écologique »
78_confidence_weighted,78_confidence_weighted,3d32211474049e06,78,confidence_weighted,Pétition contre la loi Duplomb : « La santé est l’un des leviers principaux de la prise de conscience écologique »
79_adaptive,79_adaptive,78f4bb460dcce286,79,adaptive,« Il était une fois le musée du Louvre » à travers ses œuvres emblématiques
79_confidence_weighted,79_confidence_weighted,78f4bb460dcce286,79,confidence_weighted,« Il était une fois le musée du Louvre » à travers ses œuvres emblématiques
80_adaptive,80_adaptive,2e04f86309b1c1a9,80,adaptive,"Trump en guerre contre les IA woke : « Oui, ces outils ont des biais, mais… »"
80_confidence_weighted,80_confidence_weighted,2e04f86309b1c1a9,80,confidence_weighted,"Trump en guerre contre les IA woke : « Oui, ces outils ont des biais, mais… »"
81_adaptive,81_adaptive,e147dddb08ce381c,81,adaptive,Gilbert Melki en « Vendeur » est éblouissant
81_confidence_weighted,81_confidence_weighted,e147dddb08ce381c,81,confidence_weighted,Gilbert Melki en « Vendeur » est éblouissant
82_adaptive,82_adaptive,452bb2019ea76931,82,adaptive,Sahara occidental : pourquoi le Maroc est en train de l’emporter sur l’Algérie
82_confidence_weighted,82_confidence_weighted,452bb2019ea76931,82,confidence_weighted,Sahara occidental : pourquoi le Maroc est en train de l’emporter sur l’Algérie
83_adaptive,83_adaptive,406da419258b2c43,83,adaptive,On a regardé la série Netflix sur Bertrand Cantat : elle dévoile l’existence d’un dossier médical pour violences commises sur Krisztina Rady
83_confidence_weighted,83_confidence_weighted,406da419258b2c43,83,confidence_weighted,On a regardé la série Netflix sur Bertrand Cantat : elle dévoile l’existence d’un dossier médical pour violences commises sur Krisztina Rady
84_adaptive,84_adaptive,ecb41e3235605396,84,adaptive,"« Vachette », par Suzanne Duval, ou comment dire la réalité de la vie et du corps des femmes"
84_confidence_weighted,84_confidence_weighted,ecb41e3235605396,84,confidence_weighted,"« Vachette », par Suzanne Duval, ou comment dire la réalité de la vie et du corps des femmes"
85_adaptive,85_adaptive,7d61a0c658b9ecd8,85,adaptive,Affaire Bertrand Cantat : la justice rouvre l’enquête sur le suicide de son ex-femme Krisztina Rady
85_confidence_weighted,85_confidence_weighted,7d61a0c658b9ecd8,85,confidence_weighted,Affaire Bertrand Cantat : la justice rouvre l’enquête sur le suicide de son ex-femme Krisztina Rady
86_adaptive,86_adaptive,e73ba9ac04d370cf,86,adaptive,"Derrière la fake news sur Brigitte Macron, un journaliste français poursuivi pour « complicité de cyberharcèlement »"
86_confidence_weighted,86_confidence_weighted,e73ba9ac04d370cf,86,confidence_weighted,"Derrière la fake news sur Brigitte Macron, un journaliste français poursuivi pour « complicité de cyberharcèlement »"
87_adaptive,87_adaptive,84d84605845187ca,87,adaptive,Ce que l’affaire Epstein nous dit du complotisme
87_confidence_weighted,87_confidence_weighted,84d84605845187ca,87,confidence_weighted,Ce que l’affaire Epstein nous dit du complotisme
88_adaptive,88_adaptive,a40f253f02938458,88,adaptive,Echange de tirs entre le Cambodge et la Thaïlande : que se passe-t-il à la frontière des deux pays ?
88_confidence_weighted,88_confidence_weighted,a40f253f02938458,88,confidence_weighted,Echange de tirs entre le Cambodge et la Thaïlande : que se passe-t-il à la frontière des deux pays ?
89_adaptive,89_adaptive,f51f3fdf75da15eb,89,adaptive,"Ukraine, terres rares, climat… Les dossiers brûlants avant le sommet entre l’UE et la Chine"
89_confidence_weighted,89_confidence_weighted,f51f3fdf75da15eb,89,confidence_weighted,"Ukraine, terres rares, climat… Les dossiers brûlants avant le sommet entre l’UE et la Chine"
90_adaptive,90_adaptive,0e804803f285436a,90,adaptive,"Eau polluée par les PFAS : « A cause de l’ampleur du problème, il va nous falloir plusieurs dizaines d’années pour le résoudre »"
90_confidence_weighted,90_confidence_weighted,0e804803f285436a,90,confidence_weighted,"Eau polluée par les PFAS : « A cause de l’ampleur du problème, il va nous falloir plusieurs dizaines d’années pour le résoudre »"
91_adaptive,91_adaptive,2a3b035bd28680d6,91,adaptive,"Fake news sur Brigitte Macron : l’influenceuse Candace Owens, attaquée en justice par le couple présidentiel, réagit"
91_confidence_weighted,91_confidence_weighted,2a3b035bd28680d6,91,confidence_weighted,"Fake news sur Brigitte Macron : l’influenceuse Candace Owens, attaquée en justice par le couple présidentiel, réagit"
92_adaptive,92_adaptive,90228e266121cdac,92,adaptive,« Vous avez consulté des images pédopornographiques » : le vaste réseau à l’origine de l’arnaque qui a fait des milliers de victimes
92_confidence_weighted,92_confidence_weighted,90228e266121cdac,92,confidence_weighted,« Vous avez consulté des images pédopornographiques » : le vaste réseau à l’origine de l’arnaque qui a fait des milliers de victimes
93_adaptive,93_adaptive,bdba07ba99c1603d,93,adaptive,"« Le beau-frère de mon mec m’a regardée, puis il a lancé : “Ah, c’est celle-ci la nouvelle ? De toute façon, ça ne va pas durer” »"
93_confidence_weighted,93_confidence_weighted,bdba07ba99c1603d,93,confidence_weighted,"« Le beau-frère de mon mec m’a regardée, puis il a lancé : “Ah, c’est celle-ci la nouvelle ? De toute façon, ça ne va pas durer” »"
