article_id,prod_key,level1_id,level2_id,source_id,title,url,strategy,original_grade,coherence,factuality,is_suspect,tier,is_valid,level3_priority_final
5,5,5_adaptive,5_adaptive,09da9397c8247ed8,Taiwan holds controversial vote targeting 'pro-China' lawmakers,https://www.bbc.com/news/articles/cn8185e19l4o,adaptive,A+,0.936,0.9607664942741394,False,EXCELLENT,True,0.7
5,5,5_confidence_weighted,5_confidence_weighted,09da9397c8247ed8,Taiwan holds controversial vote targeting 'pro-China' lawmakers,https://www.bbc.com/news/articles/cn8185e19l4o,confidence_weighted,B+,0.6776292134831461,0.9464643001556396,True,MODERATE,False,0.75
6,6,6_adaptive,6_adaptive,0590c9fd6d5d779e,World's thirst for matcha dries up global supplies,https://www.bbc.com/news/articles/cgq7w1n00xeo,adaptive,A,0.826,0.8889455795288086,False,GOOD,True,0.7
6,6,6_confidence_weighted,6_confidence_weighted,0590c9fd6d5d779e,World's thirst for matcha dries up global supplies,https://www.bbc.com/news/articles/cgq7w1n00xeo,confidence_weighted,B+,0.6464282115869018,0.666128396987915,True,MODERATE,False,0.75
7,7,7_adaptive,7_adaptive,2e5d424af642656f,Pro-Palestinian convict freed by France after 41 years,https://www.bbc.com/news/articles/cvg8gmly8gno,adaptive,A,0.826,0.997988224029541,True,GOOD,False,0.7
7,7,7_confidence_weighted,7_confidence_weighted,2e5d424af642656f,Pro-Palestinian convict freed by France after 41 years,https://www.bbc.com/news/articles/cvg8gmly8gno,confidence_weighted,D,0.3016747270187687,0.8915548324584961,True,CRITICAL,False,1.0
8,8,8_adaptive,8_adaptive,4545a3e73854234a,"Southwest flight plummets, injuring flight attendants",https://www.bbc.com/news/articles/c0l68811dkjo,adaptive,A,1.0,0.9999900460243224,False,GOOD,True,0.7
8,8,8_confidence_weighted,8_confidence_weighted,4545a3e73854234a,"Southwest flight plummets, injuring flight attendants",https://www.bbc.com/news/articles/c0l68811dkjo,confidence_weighted,D,0.3286540308094263,0.8446868658065796,True,CRITICAL,False,1.0
9,9,9_adaptive,9_adaptive,c0b9d27bbaa29e21,UK condemns Hong Kong cash offer for help in arresting activists,https://www.bbc.com/news/articles/cdx069we39xo,adaptive,D,0.0960426330566406,0.7991381883621216,True,CRITICAL,False,1.0
9,9,9_confidence_weighted,9_confidence_weighted,c0b9d27bbaa29e21,UK condemns Hong Kong cash offer for help in arresting activists,https://www.bbc.com/news/articles/cdx069we39xo,confidence_weighted,B+,0.6502446043165468,0.7194734811782837,True,MODERATE,False,0.75
10,10,10_adaptive,10_adaptive,5bce4475862ed1f9,"Meeting over between US official and Ghislane  Maxwell, who will 'welcome any relief', lawyer says",https://www.bbc.com/news/articles/cjd2de8zz5go,adaptive,A+,0.8859999999999999,0.99607253074646,False,EXCELLENT,True,0.7
10,10,10_confidence_weighted,10_confidence_weighted,5bce4475862ed1f9,"Meeting over between US official and Ghislane  Maxwell, who will 'welcome any relief', lawyer says",https://www.bbc.com/news/articles/cjd2de8zz5go,confidence_weighted,B+,0.6534874371859297,0.7873648405075073,True,MODERATE,False,0.75
11,11,11_adaptive,11_adaptive,a55934d4ef922836,Watch: Trump jokes he wants Powell to lower interest rates in tense exchange,https://www.bbc.com/news/videos/crl0l0xxrxeo,adaptive,A+,0.916,0.9422397017478944,False,GOOD,True,0.7
11,11,11_confidence_weighted,11_confidence_weighted,a55934d4ef922836,Watch: Trump jokes he wants Powell to lower interest rates in tense exchange,https://www.bbc.com/news/videos/crl0l0xxrxeo,confidence_weighted,B+,0.6837837837837838,0.86784827709198,True,MODERATE,False,0.75
12,12,12_adaptive,12_adaptive,461e0a8c5eb56c46,Woman in viral Coldplay concert clip resigns from executive role,https://www.bbc.com/news/articles/cp3l3ldd0j1o,adaptive,A,1.0,1.0000001192092896,False,EXCELLENT,True,0.7
12,12,12_confidence_weighted,12_confidence_weighted,461e0a8c5eb56c46,Woman in viral Coldplay concert clip resigns from executive role,https://www.bbc.com/news/articles/cp3l3ldd0j1o,confidence_weighted,D,0.3978944309009528,0.8595384955406189,True,CRITICAL,False,1.0
13,13,13_adaptive,13_adaptive,fecc42217ea92412,Tee time with Trump - striking balls and deals over 18 holes,https://www.bbc.com/news/articles/cly2y4w47deo,adaptive,D,0.3385048985481262,0.994139850139618,False,CRITICAL,False,0.95
13,13,13_confidence_weighted,13_confidence_weighted,fecc42217ea92412,Tee time with Trump - striking balls and deals over 18 holes,https://www.bbc.com/news/articles/cly2y4w47deo,confidence_weighted,B+,0.6854080996884735,0.8804227709770203,True,MODERATE,False,0.75
14,14,14_adaptive,14_adaptive,e87d8f1639f5afd5,​​What is inside the GHF food aid box being distributed in Gaza?,https://www.bbc.com/news/articles/cd787er1qz4o,adaptive,A,1.0,1.0,False,EXCELLENT,True,0.7
14,14,14_confidence_weighted,14_confidence_weighted,e87d8f1639f5afd5,​​What is inside the GHF food aid box being distributed in Gaza?,https://www.bbc.com/news/articles/cd787er1qz4o,confidence_weighted,C,0.4806069541851986,0.9275503158569336,True,CRITICAL,False,1.0
15,15,15_adaptive,15_adaptive,a4cb3a806304a2fe,"Thais and Cambodians slug it out on social media, as border tensions flare",https://www.bbc.com/news/articles/cy9x91ewzvxo,adaptive,A+,0.916,1.0,False,EXCELLENT,True,0.7
15,15,15_confidence_weighted,15_confidence_weighted,a4cb3a806304a2fe,"Thais and Cambodians slug it out on social media, as border tensions flare",https://www.bbc.com/news/articles/cy9x91ewzvxo,confidence_weighted,B+,0.634423645320197,0.8491867184638977,True,MODERATE,False,0.75
16,16,16_adaptive,16_adaptive,9cd674aa7b0d859c,Artist explores the toxic mining legacy of Zambia's 'black mountains',https://www.bbc.com/news/articles/cvgewwvp00yo,adaptive,B+,1.0,0.989346444606781,False,GOOD,True,0.7
16,16,16_confidence_weighted,16_confidence_weighted,9cd674aa7b0d859c,Artist explores the toxic mining legacy of Zambia's 'black mountains',https://www.bbc.com/news/articles/cvgewwvp00yo,confidence_weighted,C,0.4009624769863387,0.8886588215827942,True,CRITICAL,False,1.0
17,17,17_adaptive,17_adaptive,ff43903241bfe43a,French pledge to recognise Palestine is a gamble - so will Starmer follow suit?,https://www.bbc.com/news/articles/cy8g8wnwdvwo,adaptive,B+,1.0,0.8219472169876099,False,GOOD,True,0.7
17,17,17_confidence_weighted,17_confidence_weighted,ff43903241bfe43a,French pledge to recognise Palestine is a gamble - so will Starmer follow suit?,https://www.bbc.com/news/articles/cy8g8wnwdvwo,confidence_weighted,C,0.4038974380921965,0.7031623721122742,True,CRITICAL,False,1.0
18,18,18_adaptive,18_adaptive,4dbccbbb7ebe01f5,How Epstein case is tearing apart Maga's online conspiracy wing,https://www.bbc.com/news/articles/cdx5xzy8kn1o,adaptive,A,0.796,0.9675357937812804,False,GOOD,True,0.7
18,18,18_confidence_weighted,18_confidence_weighted,4dbccbbb7ebe01f5,How Epstein case is tearing apart Maga's online conspiracy wing,https://www.bbc.com/news/articles/cdx5xzy8kn1o,confidence_weighted,B+,0.6803775100401606,0.965276062488556,True,MODERATE,False,0.75
19,19,19_adaptive,19_adaptive,7e21dcf6f2e9a9c4,'I'm so tired': Mother of starving Gazan baby speaks to BBC,https://www.bbc.com/news/videos/c4gdg13rrx4o,adaptive,A+,0.956,0.9974556565284728,False,EXCELLENT,True,0.7
19,19,19_confidence_weighted,19_confidence_weighted,7e21dcf6f2e9a9c4,'I'm so tired': Mother of starving Gazan baby speaks to BBC,https://www.bbc.com/news/videos/c4gdg13rrx4o,confidence_weighted,B+,0.6811737451737452,0.9661912322044371,True,MODERATE,False,0.75
20,20,20_adaptive,20_adaptive,6d857e010b72ceb7,'All the people are hungry': Voices from Gaza on desperate lack of food,https://www.bbc.com/news/videos/c4g8gy52dwgo,adaptive,A,0.866,0.876602828502655,False,EXCELLENT,True,0.7
20,20,20_confidence_weighted,20_confidence_weighted,6d857e010b72ceb7,'All the people are hungry': Voices from Gaza on desperate lack of food,https://www.bbc.com/news/videos/c4g8gy52dwgo,confidence_weighted,B+,0.6836772616136919,0.6930340528488159,True,MODERATE,False,0.75
21,21,21_adaptive,21_adaptive,008cc26d81dd633b,Watch: Protesters pack Tel Aviv square to demand Gaza ceasefire,https://www.bbc.com/news/videos/cgq7qpqz27qo,adaptive,A+,0.956,0.960360825061798,False,EXCELLENT,True,0.7
21,21,21_confidence_weighted,21_confidence_weighted,008cc26d81dd633b,Watch: Protesters pack Tel Aviv square to demand Gaza ceasefire,https://www.bbc.com/news/videos/cgq7qpqz27qo,confidence_weighted,B+,0.6828000000000001,0.786380410194397,True,MODERATE,False,0.75
22,22,22_adaptive,22_adaptive,3e6b976943164224,Watch: Man dons bear costume in Japanese Police animal attack drill,https://www.bbc.com/news/videos/cn0z0k42djgo,adaptive,B,1.0,0.5475156903266907,True,MODERATE,False,0.75
22,22,22_confidence_weighted,22_confidence_weighted,3e6b976943164224,Watch: Man dons bear costume in Japanese Police animal attack drill,https://www.bbc.com/news/videos/cn0z0k42djgo,confidence_weighted,D,0.3761467169911884,0.6441677808761597,True,CRITICAL,False,1.0
23,23,23_adaptive,23_adaptive,1513e5c48872c7b7,Top 10 AI Tools That Will Transform Your Content Creation in 2025,https://techncruncher.blogspot.com/2025/01/top-10-ai-tools-that-will-transform.html,adaptive,D,0.097365864767478,0.961173951625824,True,CRITICAL,False,1.0
23,23,23_confidence_weighted,23_confidence_weighted,1513e5c48872c7b7,Top 10 AI Tools That Will Transform Your Content Creation in 2025,https://techncruncher.blogspot.com/2025/01/top-10-ai-tools-that-will-transform.html,confidence_weighted,B+,0.649061224489796,0.847941517829895,True,MODERATE,False,0.75
24,24,24_adaptive,24_adaptive,30b59fad542d9cd6,"LimeWire AI Studio Review 2023: Details, Pricing & Features",https://techncruncher.blogspot.com/2023/12/limewire-ai-studio-review-2023-details.html,adaptive,B+,1.0,0.7335177063941956,False,GOOD,True,0.7
24,24,24_confidence_weighted,24_confidence_weighted,30b59fad542d9cd6,"LimeWire AI Studio Review 2023: Details, Pricing & Features",https://techncruncher.blogspot.com/2023/12/limewire-ai-studio-review-2023-details.html,confidence_weighted,B+,0.6862272727272727,0.6944047808647156,True,MODERATE,False,0.75
25,25,25_adaptive,25_adaptive,efb6f87d9e44632e,Top 10 AI Tools in 2023 That Will Make Your Life Easier,https://techncruncher.blogspot.com/2023/01/top-10-ai-tools-in-2023-that-will-make.html,adaptive,B+,1.0,0.9066699743270874,False,GOOD,True,0.7
25,25,25_confidence_weighted,25_confidence_weighted,efb6f87d9e44632e,Top 10 AI Tools in 2023 That Will Make Your Life Easier,https://techncruncher.blogspot.com/2023/01/top-10-ai-tools-in-2023-that-will-make.html,confidence_weighted,D,0.3615392678438273,0.8089898824691772,True,CRITICAL,False,1.0
26,26,26_adaptive,26_adaptive,dcbcafb254cf39f0,Top 10 AI Content Generator & Writer Tools in 2022,https://techncruncher.blogspot.com/2022/11/top-10-ai-content-generator-writer.html,adaptive,B+,1.0,0.8033843040466309,False,GOOD,True,0.7
26,26,26_confidence_weighted,26_confidence_weighted,dcbcafb254cf39f0,Top 10 AI Content Generator & Writer Tools in 2022,https://techncruncher.blogspot.com/2022/11/top-10-ai-content-generator-writer.html,confidence_weighted,D,0.3164650266537679,0.6975960731506348,True,CRITICAL,False,1.0
27,27,27_adaptive,27_adaptive,c23802b762d33311,Beginner Guide to CJ Affiliate (Commission Junction) in 2022,https://techncruncher.blogspot.com/2022/09/cj-affiliate-ultimate-guide-to.html,adaptive,A,0.916,0.9241381287574768,False,EXCELLENT,True,0.7
27,27,27_confidence_weighted,27_confidence_weighted,c23802b762d33311,Beginner Guide to CJ Affiliate (Commission Junction) in 2022,https://techncruncher.blogspot.com/2022/09/cj-affiliate-ultimate-guide-to.html,confidence_weighted,B+,0.6872876712328767,0.7593997120857239,True,MODERATE,False,0.75
28,28,28_adaptive,28_adaptive,d92c051212ee70d3,TOP 11 AI MARKETING TOOLS YOU SHOULD USE (Updated 2022),https://techncruncher.blogspot.com/2022/07/top-10-ai-marketing-tools-you-should-use.html,adaptive,B,1.0,0.5902926325798035,False,GOOD,True,0.7
28,28,28_confidence_weighted,28_confidence_weighted,d92c051212ee70d3,TOP 11 AI MARKETING TOOLS YOU SHOULD USE (Updated 2022),https://techncruncher.blogspot.com/2022/07/top-10-ai-marketing-tools-you-should-use.html,confidence_weighted,D,0.3621281896925904,0.6679369211196899,True,CRITICAL,False,1.0
29,29,29_adaptive,29_adaptive,7299a0c0bbc5f318,Most Frequently Asked Questions About Affiliate Marketing,https://techncruncher.blogspot.com/2022/06/most-frequently-asked-questions-about.html,adaptive,B+,1.0,0.9101421236991882,False,GOOD,True,0.7
29,29,29_confidence_weighted,29_confidence_weighted,7299a0c0bbc5f318,Most Frequently Asked Questions About Affiliate Marketing,https://techncruncher.blogspot.com/2022/06/most-frequently-asked-questions-about.html,confidence_weighted,C,0.4061306876596452,0.8123286366462708,True,CRITICAL,False,1.0
30,30,30_adaptive,30_adaptive,22fcd83dc4ec45b8,What is Blockchain: Everything You Need to Know (2022),https://techncruncher.blogspot.com/2022/04/what-is-blockchain-everything-you-need.html,adaptive,A,0.876,0.9523348808288574,False,EXCELLENT,True,0.7
30,30,30_confidence_weighted,30_confidence_weighted,22fcd83dc4ec45b8,What is Blockchain: Everything You Need to Know (2022),https://techncruncher.blogspot.com/2022/04/what-is-blockchain-everything-you-need.html,confidence_weighted,B+,0.6857714285714286,0.8861552476882935,True,MODERATE,False,0.75
31,31,31_adaptive,31_adaptive,cc214d510c169588,ProWritingAid VS Grammarly: Which Grammar Checker is Better in (2022) ?,https://techncruncher.blogspot.com/2022/03/prowritingaid-vs-grammarly-which.html,adaptive,A,1.0,1.0,False,EXCELLENT,True,0.7
31,31,31_confidence_weighted,31_confidence_weighted,cc214d510c169588,ProWritingAid VS Grammarly: Which Grammar Checker is Better in (2022) ?,https://techncruncher.blogspot.com/2022/03/prowritingaid-vs-grammarly-which.html,confidence_weighted,C,0.4406990216621234,0.9514681100845336,True,CRITICAL,False,1.0
32,32,32_adaptive,32_adaptive,4691c1a4539820aa,Sellfy Review 2022: How Good Is This Ecommerce Platform?,https://techncruncher.blogspot.com/2022/03/sellfy-review-2022-how-good-is-this.html,adaptive,B+,1.0,0.7923498749732971,False,GOOD,True,0.7
32,32,32_confidence_weighted,32_confidence_weighted,4691c1a4539820aa,Sellfy Review 2022: How Good Is This Ecommerce Platform?,https://techncruncher.blogspot.com/2022/03/sellfy-review-2022-how-good-is-this.html,confidence_weighted,D,0.3682176047987057,0.7847729921340942,True,CRITICAL,False,1.0
33,33,33_adaptive,33_adaptive,dcf970d9be575d00,Ahrefs vs SEMrush: Which SEO Tool Should You Use?,https://techncruncher.blogspot.com/2022/03/ahrefs-vs-semrush-which-seo-tool-should.html,adaptive,B+,1.0,0.7148224115371704,False,GOOD,True,0.7
33,33,33_confidence_weighted,33_confidence_weighted,dcf970d9be575d00,Ahrefs vs SEMrush: Which SEO Tool Should You Use?,https://techncruncher.blogspot.com/2022/03/ahrefs-vs-semrush-which-seo-tool-should.html,confidence_weighted,D,0.389210343987,0.7308954000473022,True,CRITICAL,False,1.0
34,34,34_adaptive,34_adaptive,34f54ff5931d88aa,Top 10 Best PLR(Private Label Rights)  Websites | Which One You Should Join in 2022?,https://techncruncher.blogspot.com/2022/02/top-10-best-plrprivate-label-rights.html,adaptive,B+,1.0,0.6701154708862305,False,GOOD,True,0.7
34,34,34_confidence_weighted,34_confidence_weighted,34f54ff5931d88aa,Top 10 Best PLR(Private Label Rights)  Websites | Which One You Should Join in 2022?,https://techncruncher.blogspot.com/2022/02/top-10-best-plrprivate-label-rights.html,confidence_weighted,D,0.3389859568714243,0.7230283617973328,True,CRITICAL,False,1.0
35,35,35_adaptive,35_adaptive,cb0d45859d179bc4,"Canva Review 2022: Details, Pricing & Features",https://techncruncher.blogspot.com/2022/02/canva-review-2022-details-pricing.html,adaptive,B+,1.0,0.9168684482574464,False,GOOD,True,0.7
35,35,35_confidence_weighted,35_confidence_weighted,cb0d45859d179bc4,"Canva Review 2022: Details, Pricing & Features",https://techncruncher.blogspot.com/2022/02/canva-review-2022-details-pricing.html,confidence_weighted,D,0.3943594470005825,0.7540677785873413,True,CRITICAL,False,1.0
36,36,36_adaptive,36_adaptive,dca963b3974af02c,Top 7 Best Wordpress Plugin Of All Time,https://techncruncher.blogspot.com/2022/02/top-7-best-wordpress-plugin-of-all-time.html,adaptive,A+,0.936,0.91572242975235,False,EXCELLENT,True,0.7
36,36,36_confidence_weighted,36_confidence_weighted,dca963b3974af02c,Top 7 Best Wordpress Plugin Of All Time,https://techncruncher.blogspot.com/2022/02/top-7-best-wordpress-plugin-of-all-time.html,confidence_weighted,B+,0.6819305993690852,0.736607551574707,True,MODERATE,False,0.75
37,37,37_adaptive,37_adaptive,ca9d74420c3403c6,Ginger VS Grammarly: Which Grammar Checker is Better in (2022) ?,https://techncruncher.blogspot.com/2022/02/ginger-vs-grammarly-which-grammar.html,adaptive,D,0.0838055736607029,0.4729487299919128,False,CRITICAL,False,1.0
37,37,37_confidence_weighted,37_confidence_weighted,ca9d74420c3403c6,Ginger VS Grammarly: Which Grammar Checker is Better in (2022) ?,https://techncruncher.blogspot.com/2022/02/ginger-vs-grammarly-which-grammar.html,confidence_weighted,B+,0.6869387755102041,0.6112673878669739,True,MODERATE,False,0.75
38,38,38_adaptive,38_adaptive,0e88ca86d5142566,Most Frequently Asked Questions About NFTs(Non-Fungible Tokens),https://techncruncher.blogspot.com/2022/02/most-frequently-asked-questions-about.html,adaptive,A,0.936,0.7744740843772888,False,GOOD,True,0.7
38,38,38_confidence_weighted,38_confidence_weighted,0e88ca86d5142566,Most Frequently Asked Questions About NFTs(Non-Fungible Tokens),https://techncruncher.blogspot.com/2022/02/most-frequently-asked-questions-about.html,confidence_weighted,B+,0.6878045112781954,0.8178450465202332,True,MODERATE,False,0.75
39,39,39_adaptive,39_adaptive,5a73b9ddc6e4afd3,10 Best Chrome Extensions That Are Perfect for Everyone,https://techncruncher.blogspot.com/2022/01/10-best-chrome-extensions-that-are.html,adaptive,B+,1.0,0.7945106029510498,False,GOOD,True,0.7
39,39,39_confidence_weighted,39_confidence_weighted,5a73b9ddc6e4afd3,10 Best Chrome Extensions That Are Perfect for Everyone,https://techncruncher.blogspot.com/2022/01/10-best-chrome-extensions-that-are.html,confidence_weighted,D,0.3659054057835116,0.6952975392341614,True,CRITICAL,False,1.0
40,40,40_adaptive,40_adaptive,6c14f312a2c75ffb,Most Frequently Asked Questions About  Email Marketing,https://techncruncher.blogspot.com/2022/01/most-frequently-asked-questions-about.html,adaptive,B+,1.0,0.9957470893859864,False,GOOD,True,0.7
40,40,40_confidence_weighted,40_confidence_weighted,6c14f312a2c75ffb,Most Frequently Asked Questions About  Email Marketing,https://techncruncher.blogspot.com/2022/01/most-frequently-asked-questions-about.html,confidence_weighted,D,0.368569635573859,0.8920652866363525,True,CRITICAL,False,1.0
41,41,41_adaptive,41_adaptive,67d9f55319ad7459,7 Free Websites Every Content Creator Needs to Know,https://techncruncher.blogspot.com/2022/01/7-free-websites-every-content-creator.html,adaptive,A,0.956,0.7815355062484741,False,EXCELLENT,True,0.7
41,41,41_confidence_weighted,41_confidence_weighted,67d9f55319ad7459,7 Free Websites Every Content Creator Needs to Know,https://techncruncher.blogspot.com/2022/01/7-free-websites-every-content-creator.html,confidence_weighted,B+,0.6878115942028986,0.6457850933074951,True,MODERATE,False,0.75
42,42,42_adaptive,42_adaptive,e1864dd354ae15e1,Top 9 Free AI Tools That Make Your Life Easier,https://techncruncher.blogspot.com/2022/01/top-9-free-ai-tools-that-make-your-life.html,adaptive,A+,0.926,0.9594295620918274,False,GOOD,True,0.7
42,42,42_confidence_weighted,42_confidence_weighted,e1864dd354ae15e1,Top 9 Free AI Tools That Make Your Life Easier,https://techncruncher.blogspot.com/2022/01/top-9-free-ai-tools-that-make-your-life.html,confidence_weighted,B+,0.6853333333333333,0.8902344703674316,True,MODERATE,False,0.75
43,43,43_adaptive,43_adaptive,190053938e10f6d6,L’horoscope d’Abigail Assor du 27 juillet au 2 août,https://www.nouvelobs.com/horoscope/20250726.OBS106221/l-horoscope-d-abigail-assor-du-27-juillet-au-2-aout.html,adaptive,A+,0.956,0.889445424079895,False,EXCELLENT,True,0.7
43,43,43_confidence_weighted,43_confidence_weighted,190053938e10f6d6,L’horoscope d’Abigail Assor du 27 juillet au 2 août,https://www.nouvelobs.com/horoscope/20250726.OBS106221/l-horoscope-d-abigail-assor-du-27-juillet-au-2-aout.html,confidence_weighted,B+,0.6791734317343173,0.7880186438560486,True,MODERATE,False,0.75
44,44,44_adaptive,44_adaptive,610004a7830078a4,"En Grèce, la canicule se prolonge avec un thermomètre qui frôle les 46 °C",https://www.nouvelobs.com/ecologie/20250725.OBS106220/en-grece-la-canicule-se-prolonge-avec-un-thermometre-qui-frole-les-46-c.html,adaptive,D,0.226674094429157,0.8344650864601135,False,CRITICAL,False,1.0
44,44,44_confidence_weighted,44_confidence_weighted,610004a7830078a4,"En Grèce, la canicule se prolonge avec un thermomètre qui frôle les 46 °C",https://www.nouvelobs.com/ecologie/20250725.OBS106220/en-grece-la-canicule-se-prolonge-avec-un-thermometre-qui-frole-les-46-c.html,confidence_weighted,B+,0.6892046332046332,0.8418284058570862,True,MODERATE,False,0.75
45,45,45_adaptive,45_adaptive,256861282562ab89,"Autonomie de la Corse : Bayrou « favorable » au projet constitutionnel initial, malgré l’avis du Conseil d’Etat",https://www.nouvelobs.com/politique/20250725.OBS106219/autonomie-de-la-corse-bayrou-favorable-au-projet-constitutionnel-initial-malgre-l-avis-du-conseil-d-etat.html,adaptive,A+,0.956,1.0,False,EXCELLENT,True,0.7
45,45,45_confidence_weighted,45_confidence_weighted,256861282562ab89,"Autonomie de la Corse : Bayrou « favorable » au projet constitutionnel initial, malgré l’avis du Conseil d’Etat",https://www.nouvelobs.com/politique/20250725.OBS106219/autonomie-de-la-corse-bayrou-favorable-au-projet-constitutionnel-initial-malgre-l-avis-du-conseil-d-etat.html,confidence_weighted,B+,0.6799999999999999,0.9039753079414368,True,MODERATE,False,0.75
46,46,46_adaptive,46_adaptive,7d94ef8e1b1735c9,"Brigitte Macron pourrait s’inspirer d’Amanda Lear et, surtout, de Lady Gaga",https://www.nouvelobs.com/societe/20250725.OBS106218/brigitte-macron-pourrait-s-inspirer-d-amanda-lear-et-surtout-de-lady-gaga.html,adaptive,A,0.866,0.9555639028549194,False,GOOD,True,0.7
46,46,46_confidence_weighted,46_confidence_weighted,7d94ef8e1b1735c9,"Brigitte Macron pourrait s’inspirer d’Amanda Lear et, surtout, de Lady Gaga",https://www.nouvelobs.com/societe/20250725.OBS106218/brigitte-macron-pourrait-s-inspirer-d-amanda-lear-et-surtout-de-lady-gaga.html,confidence_weighted,B+,0.6772875536480687,0.9130744338035583,True,MODERATE,False,0.75
47,47,47_adaptive,47_adaptive,88e6c8cf5c61f213,"Les Etats-Unis vont détruire des contraceptifs féminins stockés en Europe, le Planning familial dénonce un acte de « coercition reproductive »",https://www.nouvelobs.com/monde/20250725.OBS106217/les-etats-unis-vont-detruire-des-contraceptifs-feminins-stockes-en-europe-le-planning-familial-denonce-un-acte-de-coercition-reproductive.html,adaptive,A+,0.916,0.9644334316253662,False,EXCELLENT,True,0.7
47,47,47_confidence_weighted,47_confidence_weighted,88e6c8cf5c61f213,"Les Etats-Unis vont détruire des contraceptifs féminins stockés en Europe, le Planning familial dénonce un acte de « coercition reproductive »",https://www.nouvelobs.com/monde/20250725.OBS106217/les-etats-unis-vont-detruire-des-contraceptifs-feminins-stockes-en-europe-le-planning-familial-denonce-un-acte-de-coercition-reproductive.html,confidence_weighted,B+,0.6398683127572017,0.8988593816757202,True,MODERATE,False,0.75
48,48,48_adaptive,48_adaptive,691e1d90ece6679d,"« Ce sont des guérillas dont on a souvent l’habitude » : à Saint-Ouen aussi, un couvre-feu a été décrété pour les mineurs cet été",https://www.nouvelobs.com/societe/20250725.OBS106216/ce-sont-des-guerillas-dont-on-a-souvent-l-habitude-a-saint-ouen-aussi-un-couvre-feu-a-ete-decrete-pour-les-mineurs-cet-ete.html,adaptive,B+,1.0,1.0,False,GOOD,True,0.7
48,48,48_confidence_weighted,48_confidence_weighted,691e1d90ece6679d,"« Ce sont des guérillas dont on a souvent l’habitude » : à Saint-Ouen aussi, un couvre-feu a été décrété pour les mineurs cet été",https://www.nouvelobs.com/societe/20250725.OBS106216/ce-sont-des-guerillas-dont-on-a-souvent-l-habitude-a-saint-ouen-aussi-un-couvre-feu-a-ete-decrete-pour-les-mineurs-cet-ete.html,confidence_weighted,D,0.3491403469638096,0.8380557894706726,True,CRITICAL,False,1.0
49,49,49_adaptive,49_adaptive,bcd7413fdd20743c,"Pour moquer Trump, « South Park » rit de son « minuscule pénis » (et ça fonctionne très bien)",https://www.nouvelobs.com/monde/20250725.OBS106215/pour-moquer-trump-south-park-moque-son-minuscule-penis-et-ca-fonctionne-tres-bien.html,adaptive,A+,0.8860000000000001,0.9325799345970154,False,EXCELLENT,True,0.7
